# Date:     2016-10-04 23:35:14
# Database: cvs
# Target:   all_t2cep
# Query:    (type='BLHer' or type='RVTau' or type='WVir' or type='pWVir') 
# Objects:  603
# Columns:
ID	Field	StarID	RA	Decl	Type	I	V	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1
OGLE-BLG-T2CEP-040	BLG129.2	63646	 17:44:13.87	-34:17:32.9	BLHer	15.693	-99.99	1.6627214	0.0000028	5000.64440	0.336	0.083	5.031	0.181	2.266
OGLE-BLG-T2CEP-041	BLG347.6	42346	 17:44:25.97	-24:16:10.5	BLHer	15.905	17.829	1.0892137	0.0000058	5000.01041	0.235	0.220	5.727	0.072	5.524
OGLE-BLG-T2CEP-042	BLG344.4	30564	 17:44:26.55	-23:30:52.6	WVir	16.430	18.862	5.7274553	0.0003136	5002.41510	0.369	0.160	4.644	0.024	3.436
OGLE-BLG-T2CEP-043	BLG349.6	72131	 17:44:54.51	-19:23:44.8	WVir	13.201	14.946	17.1553570	0.0009624	5016.57516	1.011	0.394	5.825	0.156	3.898
OGLE-BLG-T2CEP-044	BLG347.4	30482	 17:45:25.45	-24:04:56.1	WVir	13.437	15.305	10.1808423	0.0003731	5009.88499	0.826	0.407	5.484	0.018	1.287
OGLE-BLG-T2CEP-045	BLG347.3	77264	 17:45:27.76	-24:13:18.5	RVTau	14.137	16.518	19.3101712	0.0016146	5018.28886	0.966	0.124	6.218	0.015	2.955
OGLE-BLG-T2CEP-046	BLG345.8	175849	 17:45:42.48	-23:51:00.8	WVir	13.663	15.707	14.8004595	0.0015553	5014.09181	0.808	0.152	1.208	0.114	2.197
OGLE-BLG-T2CEP-047	BLG347.2	129250	 17:45:45.81	-24:20:29.6	BLHer	14.971	17.139	4.7958815	0.0000281	5002.74252	0.578	0.303	5.559	0.063	5.172
OGLE-BLG-T2CEP-048	BLG106.6	20576	 17:46:00.15	-37:08:04.6	BLHer	15.491	16.907	1.5233977	0.0000052	5001.43375	0.614	0.305	4.458	0.064	0.592
OGLE-BLG-T2CEP-049	BLG130.4	44483	 17:46:36.65	-33:59:11.7	RVTau	12.122	14.039	31.1660562	0.0181929	5017.30558	0.454	0.163	0.134	0.331	2.668
OGLE-BLG-T2CEP-050	BLG342.2	12013	 17:46:55.05	-23:12:17.6	BLHer	15.206	16.883	1.3976720	0.0000024	5000.46545	0.326	0.143	6.057	0.152	0.267
OGLE-BLG-T2CEP-051	BLG342.2	59289	 17:46:56.81	-23:10:04.8	BLHer	14.867	16.447	1.2094590	0.0000003	5000.59276	0.613	0.283	4.558	0.111	2.838
OGLE-BLG-T2CEP-052	BLG342.4	59767	 17:47:01.86	-22:51:34.4	BLHer	14.331	16.211	3.0885860	0.0000025	5001.70966	0.553	0.259	5.486	0.135	4.333
OGLE-BLG-T2CEP-053	BLG121.4	20454	 17:47:05.66	-34:37:45.9	WVir	13.600	15.397	12.3411570	0.0002863	5010.18429	0.329	0.111	1.614	0.047	1.801
OGLE-BLG-T2CEP-054	BLG342.1	110509	 17:47:16.18	-23:16:30.8	BLHer	14.800	16.398	1.2836757	0.0000003	5000.89257	0.642	0.333	4.295	0.088	5.818
OGLE-BLG-T2CEP-055	BLG139.7	52207	 17:47:35.35	-33:42:24.9	WVir	14.953	17.467	7.0752711	0.0000345	5004.32872	0.593	0.111	5.569	0.045	2.054
OGLE-BLG-T2CEP-056	BLG116.2	28137	 17:47:37.40	-35:30:49.1	RVTau	15.747	17.185	21.0805111	0.0031330	5011.94393	0.427	0.263	5.994	0.126	4.885
OGLE-BLG-T2CEP-057	BLG116.3	113970	 17:47:48.46	-35:16:06.4	WVir	13.599	15.194	8.7937801	0.0000642	5003.91824	0.530	0.158	5.437	0.097	3.500
OGLE-BLG-T2CEP-058	BLG350.1	74761	 17:47:55.58	-21:12:24.6	BLHer	15.532	17.127	1.0512547	0.0000044	5000.04996	0.396	0.341	5.135	0.171	3.874
OGLE-BLG-T2CEP-059	BLG122.6	123077	 17:48:15.31	-34:42:20.8	WVir	12.647	14.217	12.6374816	0.0005366	5004.06472	0.635	0.216	5.926	0.056	2.555
OGLE-BLG-T2CEP-060	BLG139.2	167522	 17:48:22.85	-33:38:13.2	BLHer	15.657	17.544	1.3322924	0.0000007	5000.31637	0.564	0.237	4.550	0.082	5.058
OGLE-BLG-T2CEP-061	BLG147.8	56145	 17:48:25.94	-33:17:13.4	BLHer	16.291	18.281	1.1185664	0.0000010	5000.56006	0.401	0.221	4.528	0.034	5.734
OGLE-BLG-T2CEP-062	BLG122.8	19853	 17:48:34.23	-35:03:48.7	BLHer	14.166	15.466	1.0094638	0.0000003	5000.51710	0.265	0.293	5.459	0.090	5.025
OGLE-BLG-T2CEP-063	BLG350.2	61549	 17:48:41.81	-21:04:29.8	WVir	12.844	14.476	12.3031541	0.0031802	5008.13546	0.878	0.372	5.429	0.056	1.275
OGLE-BLG-T2CEP-064	BLG179.7	28420	 17:48:51.74	-30:44:04.2	WVir	15.375	19.479	16.5497373	0.0004081	5000.72984	0.769	0.090	1.457	0.086	2.572
OGLE-BLG-T2CEP-065	BLG139.4	31363	 17:48:55.46	-33:25:16.1	BLHer	16.129	18.401	1.0346968	0.0000009	5000.91487	0.253	0.224	5.362	0.054	4.659
OGLE-BLG-T2CEP-066		0	 17:49:04.79	-30:03:19.9	WVir	16.422	21.594	10.5399023	0.0005643	5007.48481	0.168	0.129	1.216	0.060	2.275
OGLE-BLG-T2CEP-067	BLG340.6	129789	 17:49:09.32	-22:21:27.2	BLHer	16.096	18.663	1.7418072	0.0000029	5001.39860	0.441	0.173	5.458	0.135	2.720
OGLE-BLG-T2CEP-068	BLG179.5	33793	 17:49:13.59	-30:26:20.4	RVTau	15.673	20.722	31.5587232	0.0036153	5022.00085	0.431	0.189	6.228	0.088	5.359
OGLE-BLG-T2CEP-069	BLG139.2	200985	 17:49:22.01	-33:36:52.8	BLHer	16.499	18.273	1.7811412	0.0000061	5001.64702	0.440	0.216	5.284	0.182	2.494
OGLE-BLG-T2CEP-070	BLG343.1	86646	 17:49:24.03	-23:18:06.5	BLHer	15.521	17.237	2.9362950	0.0000111	5002.80102	0.394	0.248	6.242	0.019	0.014
OGLE-BLG-T2CEP-071		0	 17:49:25.61	-29:46:54.0	WVir	15.783	20.635	15.7459411	0.0006372	5002.20286	0.829	0.120	0.817	0.066	2.654
OGLE-BLG-T2CEP-072		0	 17:49:30.95	-29:50:58.2	BLHer	16.891	-99.99	1.5514042	0.0000055	5000.80780	0.546	0.349	4.220	0.049	1.244
OGLE-BLG-T2CEP-073		0	 17:49:35.56	-29:39:14.4	WVir	18.005	-99.99	12.1151956	0.0007500	5011.57268	0.603	0.169	0.330	0.133	1.745
OGLE-BLG-T2CEP-074	BLG179.7	18191	 17:49:41.58	-30:46:48.4	BLHer	16.601	19.822	2.3095193	0.0000021	5000.08721	0.437	0.192	5.615	0.087	3.747
OGLE-BLG-T2CEP-075	BLG179.6	52190	 17:49:45.28	-30:35:39.3	BLHer	16.474	19.354	1.3900859	0.0000008	5000.93608	0.578	0.281	4.472	0.042	5.310
OGLE-BLG-T2CEP-076	BLG343.2	101680	 17:49:47.85	-23:08:09.1	BLHer	15.828	18.138	1.3399675	0.0000015	5001.03810	0.656	0.321	4.260	0.058	4.026
OGLE-BLG-T2CEP-077	BLG117.3	133950	 17:49:49.62	-35:15:36.6	WVir	14.757	-99.99	5.9418331	0.0001765	5002.45980	0.195	0.314	4.842	0.024	6.165
OGLE-BLG-T2CEP-078	BLG194.5	18595	 17:49:55.59	-29:13:05.9	WVir	17.723	-99.99	16.7151266	0.0003716	5016.57856	0.926	0.150	0.403	0.041	3.201
OGLE-BLG-T2CEP-079	BLG122.4	192056	 17:50:01.82	-34:30:25.8	RVTau	12.728	14.390	25.5033403	0.0019057	5022.91934	1.347	0.200	6.117	0.026	0.460
OGLE-BLG-T2CEP-080	BLG318.6	72067	 17:50:02.17	-37:39:43.4	BLHer	14.959	16.257	1.0494335	0.0000028	5000.28833	0.342	0.323	5.121	0.091	3.546
OGLE-BLG-T2CEP-081	BLG100.6	83424	 17:50:05.13	-29:53:58.5	BLHer	17.115	22.046	4.2893661	0.0000105	5002.87503	0.469	0.253	5.685	0.105	5.121
OGLE-BLG-T2CEP-082		0	 17:50:13.13	-30:20:56.5	BLHer	16.831	20.197	1.7828820	0.0000040	5001.59031	0.395	0.145	5.351	0.144	2.666
OGLE-BLG-T2CEP-083	BLG107.3	127423	 17:50:15.63	-37:02:16.2	RVTau	13.277	14.775	22.5254701	0.0035873	5013.84596	0.934	0.099	0.005	0.035	2.349
OGLE-BLG-T2CEP-084	BLG179.3	143979	 17:50:16.68	-30:30:16.7	RVTau	13.329	17.130	66.1080973	0.0288439	5065.53957	0.408	0.113	1.632	0.057	0.288
OGLE-BLG-T2CEP-085	BLG122.1	32679	 17:50:18.43	-35:05:22.5	BLHer	14.608	16.028	2.2592185	0.0000020	5000.31602	0.611	0.259	5.130	0.146	3.465
OGLE-BLG-T2CEP-086	BLG107.3	56557	 17:50:19.29	-37:06:51.0	WVir	13.794	15.484	15.1494103	0.0019278	5002.49374	0.534	0.164	0.987	0.103	1.897
OGLE-BLG-T2CEP-087	BLG179.3	100007	 17:50:20.26	-30:32:56.6	WVir	14.891	17.771	7.9096015	0.0000907	5002.08315	0.220	0.166	6.278	0.045	6.041
OGLE-BLG-T2CEP-088	BLG131.4	129067	 17:50:20.91	-33:57:32.4	RVTau	13.162	15.199	25.7234197	0.0015351	5020.94118	1.182	0.170	5.980	0.009	3.170
OGLE-BLG-T2CEP-089	BLG117.4	103297	 17:50:21.47	-35:08:42.8	BLHer	14.732	16.019	1.4742055	0.0000031	5000.89685	0.353	0.065	6.046	0.025	0.653
OGLE-BLG-T2CEP-090	BLG100.6	92714	 17:50:21.50	-29:54:27.9	BLHer	16.436	19.500	1.5011010	0.0000004	5000.94269	0.727	0.417	4.236	0.057	0.960
OGLE-BLG-T2CEP-091	BLG194.5	40493	 17:50:23.39	-29:08:48.0	RVTau	15.993	-99.99	27.3525220	0.0014739	5011.59282	0.822	0.322	5.804	0.165	4.598
OGLE-BLG-T2CEP-092	BLG100.7	19483	 17:50:26.32	-30:08:52.3	RVTau	17.577	21.237	24.5798505	0.0009606	5012.41362	0.656	0.382	5.842	0.174	4.659
OGLE-BLG-T2CEP-093	BLG194.6	63493	 17:50:26.99	-29:18:33.1	WVir	15.813	20.306	14.8933191	0.0001331	5003.84977	0.922	0.127	0.609	0.079	2.752
OGLE-BLG-T2CEP-094	BLG100.5	90967	 17:50:27.51	-29:44:10.6	WVir	15.187	19.021	12.1497146	0.0000635	5000.10704	0.499	0.155	0.749	0.081	2.311
OGLE-BLG-T2CEP-095	BLG179.1	40627	 17:50:28.69	-30:54:31.0	RVTau	13.015	16.140	52.8405494	0.0107776	5005.60427	0.561	0.149	5.857	0.088	0.559
OGLE-BLG-T2CEP-096	BLG194.6	85276	 17:50:29.46	-29:16:13.4	BLHer	18.026	-99.99	2.3398463	0.0000056	5000.75116	0.477	0.199	5.621	0.081	3.755
OGLE-BLG-T2CEP-097	BLG194.7	19105	 17:50:31.56	-29:31:52.3	WVir	14.666	18.466	15.0922893	0.0000547	5002.13405	0.852	0.146	0.240	0.067	3.629
OGLE-BLG-T2CEP-098	BLG100.5	134496	 17:50:37.97	-29:42:50.6	WVir	14.636	18.322	16.6215613	0.0000746	5007.92150	0.902	0.116	0.407	0.049	3.067
OGLE-BLG-T2CEP-099	BLG100.7	103164	 17:50:38.55	-30:03:48.9	BLHer	13.472	14.351	2.9911236	0.0000093	5000.10699	0.170	0.275	3.344	0.091	1.180
OGLE-BLG-T2CEP-100	BLG340.4	129381	 17:50:40.40	-22:13:58.4	BLHer	16.821	19.077	2.8748214	0.0000270	5002.65378	0.342	0.275	5.555	0.000	-99.99
OGLE-BLG-T2CEP-101		0	 17:50:52.14	-30:19:33.8	WVir	14.247	16.988	14.9597269	0.0002171	5008.94666	0.850	0.129	0.444	0.072	3.292
OGLE-BLG-T2CEP-102	BLG123.5	57165	 17:50:53.03	-34:35:09.4	RVTau	12.375	14.231	27.1954181	0.0044819	5021.12078	0.865	0.403	5.892	0.234	4.448
OGLE-BLG-T2CEP-103	BLG194.5	48370	 17:50:58.69	-29:08:56.1	BLHer	17.221	-99.99	3.9379020	0.0000290	5003.34387	0.287	0.229	5.619	0.090	4.371
OGLE-BLG-T2CEP-104	BLG118.5	91533	 17:50:58.85	-35:08:42.0	BLHer	14.856	16.027	1.4849890	0.0000014	5001.09729	0.728	0.388	4.203	0.087	0.516
OGLE-BLG-T2CEP-105	BLG147.2	42082	 17:50:58.96	-33:08:53.2	WVir	14.597	16.716	7.7677945	0.0002420	5000.56340	0.126	0.088	5.787	0.040	5.465
OGLE-BLG-T2CEP-106	BLG194.6	22817	 17:51:00.05	-29:22:54.9	BLHer	17.072	-99.99	1.2670031	0.0000012	5000.43633	0.607	0.262	4.476	0.120	3.582
OGLE-BLG-T2CEP-107	BLG194.6	49542	 17:51:00.10	-29:20:11.9	WVir	15.560	20.062	14.9272869	0.0001671	5010.70003	0.795	0.091	0.469	0.062	3.331
OGLE-BLG-T2CEP-108	BLG118.8	94912	 17:51:02.74	-35:34:55.0	BLHer	15.674	16.883	1.6385908	0.0000020	5000.14737	0.512	0.188	5.394	0.156	2.463
OGLE-BLG-T2CEP-109	BLG123.7	0	 17:51:02.83	-34:50:49.3	WVir	12.096	13.595	17.5133679	0.0018158	5010.37369	0.923	0.084	6.064	0.061	3.658
OGLE-BLG-T2CEP-110	BLG194.1	55	 17:51:10.01	-29:41:57.0	RVTau	14.748	18.121	30.2633212	0.0046068	5015.92638	0.396	0.193	5.651	0.019	5.677
OGLE-BLG-T2CEP-111	BLG100.4	169814	 17:51:18.12	-29:41:52.2	WVir	14.335	17.569	12.3703372	0.0000566	5010.88503	0.862	0.429	5.069	0.072	4.063
OGLE-BLG-T2CEP-112	BLG179.3	41468	 17:51:19.76	-30:38:07.0	WVir	15.748	18.572	8.7170833	0.0000707	5003.41745	0.361	0.191	6.054	0.058	5.650
OGLE-BLG-T2CEP-113	BLG194.3	85773	 17:51:23.88	-29:19:01.4	BLHer	16.694	20.371	1.9441900	0.0000022	5000.45673	0.596	0.323	5.447	0.132	3.655
OGLE-BLG-T2CEP-114	BLG114.6	19501	 17:51:32.32	-35:57:35.3	WVir	13.383	14.765	9.4576170	0.0005635	5002.18405	0.543	0.267	5.765	0.042	5.483
OGLE-BLG-T2CEP-115	BLG155.8	73854	 17:51:42.45	-32:41:41.5	BLHer	14.622	16.709	3.2005889	0.0000019	5002.49150	0.648	0.329	5.309	0.134	4.225
OGLE-BLG-T2CEP-116	BLG194.3	135677	 17:51:42.96	-29:17:28.3	BLHer	16.397	19.835	2.1460833	0.0000015	5000.14559	0.670	0.249	5.281	0.112	3.499
OGLE-BLG-T2CEP-117	BLG100.3	137574	 17:51:50.26	-29:54:34.2	WVir	14.614	17.583	9.5044024	0.0000506	5006.47202	0.174	0.131	0.898	0.040	1.386
OGLE-BLG-T2CEP-118	BLG140.4	81053	 17:51:54.50	-33:25:16.8	WVir	13.862	15.840	9.8895271	0.0001389	5009.71419	0.316	0.172	0.567	0.066	0.632
OGLE-BLG-T2CEP-119	BLG194.4	20546	 17:51:55.79	-29:13:10.4	BLHer	19.009	-99.99	2.8844376	0.0000364	5002.39703	0.336	0.325	5.111	0.067	4.988
OGLE-BLG-T2CEP-120	BLG180.5	165480	 17:51:57.57	-30:21:39.7	WVir	14.385	16.966	6.8911429	0.0000275	5006.42813	0.505	0.059	5.327	0.062	1.251
OGLE-BLG-T2CEP-121	BLG163.8	109977	 17:51:57.64	-32:02:06.8	WVir	14.513	16.980	9.5157556	0.0001621	5003.54310	0.202	0.151	1.222	0.038	1.802
OGLE-BLG-T2CEP-122	BLG194.3	141747	 17:52:01.16	-29:15:18.1	BLHer	16.023	-99.99	3.6947496	0.0000113	5000.27711	0.614	0.251	5.043	0.118	3.192
OGLE-BLG-T2CEP-123	BLG194.1	84146	 17:52:05.16	-29:40:07.7	WVir	14.491	17.713	10.3328949	0.0002669	5004.07705	0.208	0.122	1.434	0.041	2.346
OGLE-BLG-T2CEP-124	BLG194.4	58844	 17:52:06.78	-29:12:08.0	WVir	14.642	18.045	13.0965340	0.0002504	5001.59149	0.388	0.155	1.167	0.057	2.015
OGLE-BLG-T2CEP-125	BLG100.3	95964	 17:52:07.84	-29:57:01.4	BLHer	16.407	20.031	2.2929525	0.0000029	5000.91211	0.417	0.165	5.404	0.093	3.499
OGLE-BLG-T2CEP-126	BLG100.3	151744	 17:52:11.61	-29:54:14.0	WVir	14.538	17.552	9.6361561	0.0000799	5004.40353	0.166	0.141	0.044	0.023	0.610
OGLE-BLG-T2CEP-127	BLG100.4	94191	 17:52:12.79	-29:46:58.3	WVir	14.426	17.116	11.5518888	0.0000574	5000.85022	0.994	0.447	5.679	0.091	4.114
OGLE-BLG-T2CEP-128	BLG180.6	80721	 17:52:13.64	-30:37:19.2	WVir	14.871	17.457	7.4660507	0.0000730	5004.75923	0.206	0.169	6.150	0.040	5.955
OGLE-BLG-T2CEP-129	BLG100.2	218708	 17:52:15.45	-30:00:17.4	BLHer	16.189	19.138	2.0881731	0.0000007	5000.46936	0.397	0.156	5.502	0.095	3.163
OGLE-BLG-T2CEP-130	BLG123.3	5319	 17:52:18.39	-34:46:39.3	WVir	12.406	13.921	14.5203781	0.0017479	5005.81643	0.693	0.306	6.215	0.110	3.719
OGLE-BLG-T2CEP-131	BLG195.8	111340	 17:52:25.70	-29:26:57.5	RVTau	13.644	17.000	56.7433837	0.0202848	5020.51671	0.637	0.194	0.003	0.049	0.014
OGLE-BLG-T2CEP-132	BLG180.6	90984	 17:52:36.00	-30:36:27.7	RVTau	13.149	16.378	51.4525307	0.0101923	5034.69033	0.584	0.136	0.072	0.058	0.134
OGLE-BLG-T2CEP-133		0	 17:52:36.22	-30:08:33.2	BLHer	15.133	17.339	2.3015158	0.0000030	5000.38937	0.430	0.180	5.538	0.089	3.465
OGLE-BLG-T2CEP-134	BLG195.7	13763	 17:52:42.59	-29:22:04.8	BLHer	15.975	18.908	2.2282288	0.0000015	5001.77004	0.474	0.187	5.586	0.081	3.569
OGLE-BLG-T2CEP-135	BLG163.5	30850	 17:52:44.17	-31:39:33.4	RVTau	13.734	16.404	23.2860100	0.0012472	5021.76124	0.885	0.183	0.029	0.068	5.608
OGLE-BLG-T2CEP-136	BLG163.2	54950	 17:52:51.05	-31:55:02.3	WVir	13.734	16.087	11.1568318	0.0002041	5004.43785	0.658	0.222	5.267	0.119	3.819
OGLE-BLG-T2CEP-137		0	 17:52:54.71	-30:08:17.2	WVir	13.591	15.856	12.8035645	0.0006754	5000.14763	0.428	0.107	1.724	0.072	2.778
OGLE-BLG-T2CEP-138	BLG101.7	236592	 17:52:55.16	-29:51:45.3	WVir	14.211	16.764	11.5223635	0.0001049	5008.12396	0.463	0.161	0.383	0.097	0.990
OGLE-BLG-T2CEP-139	BLG195.7	129392	 17:52:57.32	-29:18:29.4	WVir	15.382	18.444	5.9218208	0.0000645	5001.16903	0.258	0.181	5.511	0.041	4.534
OGLE-BLG-T2CEP-140	BLG110.3	98883	 17:52:59.82	-36:29:15.4	WVir	13.593	14.822	15.7661638	0.0014939	5009.63880	0.888	0.078	0.860	0.086	2.502
OGLE-BLG-T2CEP-141	BLG118.2	108200	 17:53:00.95	-35:25:23.1	BLHer	18.884	20.867	3.1648592	0.0000611	5002.94810	0.969	0.279	5.248	0.000	-99.99
OGLE-BLG-T2CEP-142	BLG195.6	25875	 17:53:01.56	-29:12:23.0	BLHer	15.211	17.710	2.6991508	0.0000020	5000.39005	0.528	0.235	5.612	0.103	4.320
OGLE-BLG-T2CEP-143	BLG101.5	31320	 17:53:01.56	-29:38:46.7	WVir	13.939	16.634	13.8618006	0.0003055	5012.57945	0.466	0.098	1.177	0.055	2.597
OGLE-BLG-T2CEP-144	BLG195.8	190742	 17:53:01.60	-29:24:33.4	RVTau	13.623	16.842	23.2016085	0.0004199	5008.96533	0.929	0.414	5.707	0.224	4.199
OGLE-BLG-T2CEP-145	BLG180.3	61542	 17:53:01.76	-30:35:34.4	WVir	15.088	17.974	6.4364954	0.0001036	5000.39340	0.153	0.133	6.034	0.014	5.652
OGLE-BLG-T2CEP-146	BLG180.3	182657	 17:53:06.13	-30:31:30.0	RVTau	12.806	15.400	29.9995980	0.0016020	5014.27591	0.758	0.179	6.100	0.086	5.505
OGLE-BLG-T2CEP-147		0	 17:53:08.08	-30:15:40.0	WVir	13.542	15.635	13.7633234	0.0008164	5011.02869	0.561	0.122	1.766	0.095	2.403
OGLE-BLG-T2CEP-148	BLG101.5	31361	 17:53:10.53	-29:38:36.8	WVir	14.107	16.632	14.5601651	0.0001526	5011.26826	0.577	0.256	5.660	0.099	5.329
OGLE-BLG-T2CEP-149	BLG171.4	72331	 17:53:12.52	-31:02:17.6	BLHer	15.312	17.876	4.2292871	0.0000098	5002.34916	0.548	0.283	5.326	0.109	4.193
OGLE-BLG-T2CEP-150	BLG114.1	87411	 17:53:13.93	-36:10:15.5	BLHer	15.017	16.116	1.3874363	0.0000019	5001.24374	0.614	0.334	4.280	0.101	0.422
OGLE-BLG-T2CEP-151		0	 17:53:23.87	-30:20:31.9	BLHer	16.346	18.118	1.5017820	0.0000087	5001.31257	0.769	0.235	5.169	0.083	2.080
OGLE-BLG-T2CEP-152	BLG123.4	148748	 17:53:26.71	-34:32:40.6	BLHer	14.095	15.547	3.1973998	0.0000169	5000.58356	0.803	0.364	5.209	0.213	3.968
OGLE-BLG-T2CEP-153		0	 17:53:27.81	-30:19:54.9	BLHer	16.130	17.640	1.4841865	0.0000040	5000.00948	0.227	0.341	4.471	0.217	1.402
OGLE-BLG-T2CEP-154	BLG101.6	53292	 17:53:29.25	-29:48:52.6	BLHer	14.862	16.643	2.2177925	0.0000012	5001.18563	0.591	0.234	5.429	0.092	3.819
OGLE-BLG-T2CEP-155	BLG171.1	127644	 17:53:29.50	-31:27:08.5	BLHer	16.067	18.172	1.0705837	0.0000004	5000.72413	0.483	0.249	4.603	0.109	3.634
OGLE-BLG-T2CEP-156		0	 17:53:34.75	-30:12:39.7	BLHer	14.855	16.870	4.5792586	0.0000463	5003.96788	0.278	0.171	5.063	0.057	3.879
OGLE-BLG-T2CEP-157	BLG195.7	208059	 17:53:38.06	-29:15:28.1	BLHer	15.466	17.702	1.3327548	0.0000008	5000.86220	0.614	0.284	4.287	0.078	4.844
OGLE-BLG-T2CEP-158	BLG195.4	208374	 17:53:40.68	-28:56:46.8	BLHer	14.696	17.162	3.8285541	0.0000100	5000.61621	0.662	0.314	5.485	0.116	4.544
OGLE-BLG-T2CEP-159	BLG156.5	170044	 17:53:41.12	-32:08:35.5	BLHer	15.852	18.057	1.8893254	0.0000013	5001.78553	0.501	0.253	5.309	0.169	2.941
OGLE-BLG-T2CEP-160	BLG156.6	7486	 17:53:51.28	-32:24:10.8	RVTau	13.478	15.690	21.6354028	0.0010111	5007.63968	0.740	0.403	5.497	0.241	4.229
OGLE-BLG-T2CEP-161	BLG195.2	143175	 17:53:51.77	-29:18:37.3	WVir	13.971	16.401	10.8825462	0.0003837	5004.36107	0.247	0.097	1.769	0.021	2.490
OGLE-BLG-T2CEP-162	BLG163.1	133519	 17:53:55.03	-32:01:50.9	WVir	13.964	16.164	9.7538556	0.0002645	5004.44678	0.384	0.223	5.355	0.052	4.092
OGLE-BLG-T2CEP-163	BLG141.2	11729	 17:53:57.57	-33:45:27.2	RVTau	13.039	15.132	26.2225201	0.0038094	5006.92537	0.753	0.188	5.743	0.017	3.882
OGLE-BLG-T2CEP-164	BLG101.3	85048	 17:53:59.43	-29:46:35.0	WVir	14.204	16.284	7.6915190	0.0000592	5007.61276	0.163	0.131	0.185	0.022	0.877
OGLE-BLG-T2CEP-165	BLG195.2	217699	 17:54:06.60	-29:16:22.3	BLHer	14.947	17.300	3.5134111	0.0000025	5000.43032	0.564	0.283	5.614	0.143	4.852
OGLE-BLG-T2CEP-166	BLG101.4	18596	 17:54:09.11	-29:39:59.0	BLHer	14.480	16.344	2.2127259	0.0000005	5000.35592	0.540	0.125	5.193	0.114	2.161
OGLE-BLG-T2CEP-167	BLG164.6	117333	 17:54:14.83	-31:43:06.7	BLHer	15.439	17.305	1.5840349	0.0000010	5001.58185	0.575	0.318	4.602	0.076	0.884
OGLE-BLG-T2CEP-168	BLG141.3	125841	 17:54:15.23	-33:30:37.7	BLHer	16.011	17.700	1.4622404	0.0000006	5000.54214	0.659	0.312	4.785	0.206	1.745
OGLE-BLG-T2CEP-169	BLG181.6	11263	 17:54:18.24	-30:38:30.7	WVir	16.821	20.769	7.0537840	0.0001090	5000.00056	0.275	0.163	5.369	0.064	1.020
OGLE-BLG-T2CEP-170	BLG124.6	68981	 17:54:20.98	-34:43:30.8	WVir	12.849	14.326	14.4766007	0.0026699	5007.27261	0.561	0.100	2.370	0.068	2.514
OGLE-BLG-T2CEP-171	BLG149.7	55579	 17:54:24.32	-33:06:51.3	WVir	14.186	16.183	7.7429340	0.0001193	5007.70848	0.296	0.208	5.846	0.039	5.420
OGLE-BLG-T2CEP-172	BLG101.1	263948	 17:54:26.82	-29:59:42.5	RVTau	13.094	15.952	66.1413281	0.0057746	5019.41314	0.655	0.236	5.315	0.107	4.837
OGLE-BLG-T2CEP-173	BLG101.2	0	 17:54:27.39	-29:51:04.2	WVir	12.666	14.357	16.0646854	0.0000929	5004.74085	0.905	0.145	0.006	0.062	3.958
OGLE-BLG-T2CEP-174	BLG156.5	91367	 17:54:36.58	-32:14:10.4	WVir	13.650	15.717	10.3357197	0.0001357	5010.06017	0.236	0.129	1.296	0.044	2.155
OGLE-BLG-T2CEP-175	BLG172.7	72079	 17:54:37.99	-31:21:33.1	BLHer	14.707	16.735	2.1549649	0.0000010	5001.58810	0.402	0.162	5.530	0.100	3.269
OGLE-BLG-T2CEP-176	BLG101.2	67054	 17:54:55.55	-29:57:31.3	BLHer	15.071	16.881	3.5424915	0.0000029	5002.07817	0.482	0.280	5.562	0.135	4.801
OGLE-BLG-T2CEP-177	BLG164.7	91690	 17:54:58.82	-31:54:45.1	RVTau	13.058	15.483	46.1114024	0.0173503	5013.31375	0.619	0.317	1.111	0.201	5.905
OGLE-BLG-T2CEP-178	BLG102.5	64634	 17:55:06.73	-29:18:07.7	BLHer	15.445	17.683	1.8172315	0.0000006	5000.13453	0.544	0.321	4.825	0.202	2.150
OGLE-BLG-T2CEP-179	BLG164.5	97336	 17:55:08.60	-31:36:36.3	RVTau	12.402	15.121	84.8101609	0.0353884	5080.93943	0.653	0.153	0.784	0.061	0.648
OGLE-BLG-T2CEP-180	BLG103.7	195250	 17:55:12.38	-30:07:24.4	BLHer	14.408	16.274	3.6523867	0.0000261	5002.39670	0.204	0.134	5.344	0.033	4.204
OGLE-BLG-T2CEP-181	BLG102.7	224998	 17:55:23.11	-29:31:35.5	WVir	13.250	15.086	9.9383692	0.0000958	5008.08765	0.638	0.157	4.766	0.095	3.954
OGLE-BLG-T2CEP-182	BLG172.3	181760	 17:55:29.84	-31:07:20.9	RVTau	12.164	14.247	36.2514677	0.0058218	5018.27509	0.777	0.130	6.073	0.052	6.065
OGLE-BLG-T2CEP-183	BLG172.2	176291	 17:55:37.36	-31:15:24.5	WVir	13.975	16.162	10.2645177	0.0000727	5009.01009	0.537	0.238	4.570	0.064	2.495
OGLE-BLG-T2CEP-184	BLG102.8	98635	 17:55:43.81	-29:44:50.2	BLHer	14.989	16.630	1.3541220	0.0000002	5000.35173	0.475	0.317	5.132	0.170	4.360
